"","data.pct_covid","data.covid_se","data.pct_covid_unw","data.covid_se_unw","data.sample_size","data.country","data.region","data.iso_code","data.gid_0","data.gid_1","data.survey_date","status"
"196",0.01153,0.004475,0.016706,0.006261,419,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201112","success"
"197",0.013986,0.007464,0.01005,0.005,398,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201113","success"
"198",0.003747,0.002344,0.007059,0.004061,425,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201114","success"
"199",0.015183,0.005748,0.017467,0.006121,458,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201115","success"
"200",0.021406,0.012816,0.012376,0.0055,404,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201116","success"
"201",0.014879,0.005585,0.018605,0.006516,430,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201117","success"
"202",0.015015,0.005354,0.0192,0.005489,625,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201118","success"
"203",0.014357,0.005624,0.017241,0.005405,580,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201119","success"
"204",0.011829,0.004403,0.011478,0.004035,697,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201120","success"
"205",0.018624,0.006097,0.01875,0.005362,640,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201121","success"
"206",0.003993,0.002221,0.005882,0.002933,680,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201122","success"
"207",0.011773,0.003761,0.01511,0.004521,728,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201123","success"
"208",0.01156,0.004387,0.010013,0.003522,799,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201124","success"
"209",0.00914,0.002977,0.012484,0.003923,801,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201125","success"
"210",0.012012,0.004252,0.011873,0.003934,758,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201126","success"
"211",0.016032,0.004777,0.016151,0.004625,743,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201127","success"
"212",0.017101,0.004793,0.016556,0.004239,906,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201128","success"
"213",0.015784,0.004705,0.016497,0.004538,788,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201129","success"
"214",0.012598,0.004547,0.010551,0.003498,853,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201130","success"
"215",0.010089,0.003548,0.011561,0.003635,865,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201201","success"
"216",0.008982,0.002829,0.013319,0.003819,901,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201202","success"
"217",0.015716,0.00459,0.018359,0.004412,926,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201203","success"
"218",0.016499,0.004808,0.017182,0.004398,873,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201204","success"
"219",0.020803,0.006689,0.017957,0.004449,891,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201205","success"
"220",0.010214,0.003304,0.010763,0.003228,1022,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201206","success"
"221",0.013819,0.004277,0.013,0.003582,1000,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201207","success"
"222",0.009478,0.003443,0.00989,0.00328,910,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201208","success"
"223",0.013887,0.004521,0.014014,0.003719,999,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201209","success"
"224",0.014035,0.00446,0.013683,0.003923,877,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201210","success"
"225",0.013435,0.004271,0.014706,0.004214,816,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201211","success"
"226",0.015741,0.004637,0.014739,0.004058,882,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201212","success"
"227",0.007061,0.003108,0.006316,0.00257,950,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201213","success"
"228",0.006681,0.002191,0.00756,0.002271,1455,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201214","success"
"229",0.009157,0.003326,0.008084,0.002546,1237,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201215","success"
"230",0.01166,0.003559,0.011691,0.003223,1112,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201216","success"
"231",0.006575,0.002516,0.008316,0.002928,962,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201217","success"
"232",0.008576,0.003198,0.008556,0.003012,935,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201218","success"
"233",0.007911,0.00359,0.006494,0.002642,924,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201219","success"
"234",0.017666,0.004835,0.015094,0.003745,1060,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201220","success"
"235",0.00789,0.003482,0.007526,0.002651,1063,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201221","success"
"236",0.013266,0.00371,0.014939,0.003707,1071,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201222","success"
"237",0.008469,0.002897,0.010496,0.003148,1048,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201223","success"
"238",0.013065,0.005637,0.007752,0.002919,903,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201224","success"
"239",0.009051,0.003016,0.011038,0.003471,906,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201225","success"
"240",0.006661,0.00298,0.005556,0.002262,1080,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201226","success"
"241",0.010695,0.004643,0.005141,0.002094,1167,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201227","success"
"242",0.009423,0.003283,0.007745,0.002572,1162,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201228","success"
"243",0.0056,0.002094,0.007086,0.002496,1129,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201229","success"
"244",0.007663,0.00264,0.009285,0.002923,1077,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201230","success"
"245",0.034402,0.018776,0.015608,0.004139,897,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20201231","success"
"246",0.010669,0.004351,0.007605,0.002678,1052,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210101","success"
"247",0.006218,0.002702,0.007958,0.002642,1131,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210102","success"
"248",0.01176,0.004165,0.00854,0.002689,1171,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210103","success"
"249",0.013928,0.003618,0.013934,0.003356,1220,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210104","success"
"250",0.006981,0.002819,0.006289,0.002217,1272,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210105","success"
"251",0.015926,0.006058,0.008496,0.002675,1177,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210106","success"
"252",0.011541,0.005508,0.008993,0.002831,1112,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210107","success"
"253",0.014597,0.005216,0.009928,0.002978,1108,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210108","success"
"254",0.01241,0.003996,0.011976,0.003436,1002,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210109","success"
"255",0.011978,0.004372,0.010309,0.003092,1067,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210110","success"
"256",0.00895,0.003803,0.006217,0.002342,1126,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210111","success"
"257",0.005986,0.002292,0.007656,0.002696,1045,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210112","success"
"258",0.012809,0.003958,0.011786,0.00325,1103,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210113","success"
"259",0.0143,0.004697,0.011594,0.003327,1035,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210114","success"
"260",0.009672,0.003739,0.008079,0.002682,1114,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210115","success"
"261",0.013016,0.003937,0.011396,0.003271,1053,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210116","success"
"262",0.00848,0.002805,0.008787,0.002767,1138,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210117","success"
"263",0.009959,0.004445,0.007902,0.002623,1139,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210118","success"
"264",0.011452,0.003416,0.011829,0.003261,1099,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210119","success"
"265",0.008236,0.003016,0.007576,0.002668,1056,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210120","success"
"266",0.009155,0.003334,0.009269,0.003075,971,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210121","success"
"267",0.016026,0.005836,0.013001,0.003729,923,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210122","success"
"268",0.009072,0.003254,0.009804,0.003252,918,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210123","success"
"269",0.016534,0.006586,0.008493,0.00299,942,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210124","success"
"270",0.007478,0.003159,0.006849,0.00258,1022,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210125","success"
"271",0.012649,0.00544,0.007172,0.002701,976,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210126","success"
"272",0.01116,0.003868,0.010235,0.00322,977,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210127","success"
"273",0.005821,0.002637,0.005814,0.002593,860,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210128","success"
"274",0.003832,0.002446,0.004065,0.002342,738,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210129","success"
"275",0.012057,0.005423,0.013547,0.004057,812,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210130","success"
"276",0.010293,0.005099,0.00813,0.00306,861,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210131","success"
"277",0.009161,0.007079,0.004405,0.002538,681,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210201","success"
"278",0.023496,0.01163,0.011299,0.004587,531,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210202","success"
"279",0.007937,0.003124,0.007726,0.002909,906,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210203","success"
"280",0.02052,0.006349,0.017639,0.004849,737,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210204","success"
"281",0.024539,0.0077,0.017391,0.004977,690,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210205","success"
"282",0.015203,0.005943,0.014905,0.00446,738,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210206","success"
"283",0.002768,0.001957,0.002899,0.002047,690,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210207","success"
"284",0.028604,0.007315,0.026582,0.005723,790,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210208","success"
"285",0.01492,0.005627,0.012587,0.004169,715,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210209","success"
"286",0.006982,0.003334,0.006702,0.002987,746,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210210","success"
"287",0.025291,0.007543,0.019817,0.005442,656,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210211","success"
"288",0.017019,0.004853,0.015889,0.003941,1007,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210212","success"
"289",0.006615,0.002802,0.007435,0.003024,807,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210213","success"
"290",0.024712,0.006464,0.02474,0.005605,768,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210214","success"
"291",0.022591,0.006441,0.01956,0.004842,818,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210215","success"
"292",0.023103,0.008321,0.014354,0.004114,836,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210216","success"
"293",0.024269,0.010013,0.016037,0.004251,873,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210217","success"
"294",0.018335,0.005223,0.019837,0.004763,857,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210218","success"
"295",0.015373,0.004647,0.015856,0.004061,946,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210219","success"
"296",0.014636,0.004351,0.0143,0.003794,979,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210220","success"
"297",0.029871,0.00684,0.025093,0.004768,1076,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210221","success"
"298",0.013311,0.003841,0.014205,0.003641,1056,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210222","success"
"299",0.018959,0.004571,0.019315,0.004078,1139,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210223","success"
"300",0.017776,0.00424,0.018416,0.00408,1086,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210224","success"
"301",0.01278,0.003552,0.013605,0.003378,1176,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210225","success"
"302",0.014688,0.004044,0.016667,0.003696,1200,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210226","success"
"303",0.020623,0.005034,0.021344,0.004064,1265,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210227","success"
"304",0.03167,0.006351,0.026335,0.004331,1367,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210228","success"
"305",0.031552,0.006025,0.030111,0.004811,1262,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210301","success"
"306",0.02052,0.004291,0.0224,0.004186,1250,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210302","success"
"307",0.025589,0.007377,0.019858,0.003715,1410,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210303","success"
"308",0.030108,0.005411,0.028787,0.004378,1459,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210304","success"
"309",0.024173,0.00429,0.026447,0.00429,1399,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210305","success"
"310",0.025484,0.006676,0.018815,0.003587,1435,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210306","success"
"311",0.021681,0.004887,0.02028,0.003727,1430,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210307","success"
"312",0.022248,0.005859,0.019722,0.003758,1369,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210308","success"
"313",0.028054,0.007334,0.021505,0.003884,1395,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210309","success"
"314",0.02073,0.004608,0.019203,0.00366,1406,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210310","success"
"315",0.016013,0.004436,0.014493,0.003301,1311,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210311","success"
"316",0.022953,0.006744,0.021087,0.004092,1233,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210312","success"
"317",0.018172,0.003885,0.020108,0.003904,1293,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210313","success"
"318",0.019237,0.003976,0.019466,0.00371,1387,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210314","success"
"319",0.008725,0.002721,0.009072,0.002505,1433,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210315","success"
"320",0.020394,0.00474,0.015957,0.003231,1504,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210316","success"
"321",0.011194,0.003068,0.010519,0.002702,1426,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210317","success"
"322",0.01131,0.002799,0.012354,0.002894,1457,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210318","success"
"323",0.012711,0.004044,0.010699,0.002748,1402,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210319","success"
"324",0.018149,0.004058,0.017483,0.003466,1430,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210320","success"
"325",0.015537,0.003435,0.016347,0.003381,1407,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210321","success"
"326",0.017662,0.004308,0.014936,0.003235,1406,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210322","success"
"327",0.026131,0.008518,0.020753,0.003952,1301,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210323","success"
"328",0.015302,0.003524,0.01728,0.003572,1331,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210324","success"
"329",0.01425,0.004339,0.012966,0.00322,1234,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210325","success"
"330",0.010677,0.003474,0.009238,0.002654,1299,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210326","success"
"331",0.013016,0.004115,0.012058,0.003095,1244,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210327","success"
"332",0.020097,0.0051,0.016406,0.003469,1341,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210328","success"
"333",0.012188,0.004004,0.011839,0.003039,1267,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210329","success"
"334",0.011292,0.003231,0.011745,0.00312,1192,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210330","success"
"335",0.011735,0.003599,0.012444,0.003305,1125,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210331","success"
"336",0.013011,0.004019,0.01317,0.003497,1063,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210401","success"
"337",0.01079,0.003904,0.009208,0.002898,1086,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210402","success"
"338",0.010023,0.004084,0.007306,0.002574,1095,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210403","success"
"339",0.01434,0.004373,0.013384,0.003553,1046,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210404","success"
"340",0.010311,0.003231,0.010187,0.002926,1178,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210405","success"
"341",0.012923,0.003953,0.010638,0.002935,1222,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210406","success"
"342",0.026121,0.00674,0.020548,0.004151,1168,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210407","success"
"343",0.010785,0.003525,0.009991,0.002997,1101,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210408","success"
"344",0.011667,0.004056,0.009823,0.003091,1018,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210409","success"
"345",0.009368,0.002916,0.009991,0.002997,1101,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210410","success"
"346",0.006511,0.002487,0.007526,0.002651,1063,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210411","success"
"347",0.006604,0.002559,0.007805,0.002749,1025,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210412","success"
"348",0.01376,0.006652,0.008396,0.002787,1072,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210413","success"
"349",0.013035,0.003628,0.013889,0.003561,1080,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210414","success"
"350",0.011551,0.004249,0.012121,0.003478,990,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210415","success"
"351",0.013247,0.004638,0.011862,0.003729,843,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210416","success"
"352",0.012081,0.004074,0.012448,0.003571,964,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210417","success"
"353",0.012031,0.004421,0.009027,0.002995,997,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210418","success"
"354",0.010048,0.003374,0.009804,0.003085,1020,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210419","success"
"355",0.007548,0.002451,0.012075,0.003619,911,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210420","success"
"356",0.010543,0.003846,0.010537,0.003315,949,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210421","success"
"357",0.018183,0.004837,0.016016,0.003972,999,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210422","success"
"358",0.010189,0.00352,0.010429,0.003458,863,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210423","success"
"359",0.008027,0.00368,0.006961,0.002832,862,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210424","success"
"360",0.01105,0.004039,0.010011,0.00332,899,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210425","success"
"361",0.009515,0.00323,0.012346,0.003542,972,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210426","success"
"362",0.012735,0.00485,0.010846,0.003411,922,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210427","success"
"363",0.016596,0.00448,0.017719,0.00439,903,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210428","success"
"364",0.002994,0.001898,0.003326,0.001917,902,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210429","success"
"365",0.014024,0.004961,0.01224,0.003847,817,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210430","success"
"366",0.004825,0.002954,0.003452,0.00199,869,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210501","success"
"367",0.013187,0.004202,0.013559,0.003888,885,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210502","success"
"368",0.018789,0.006045,0.01845,0.00472,813,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210503","success"
"369",0.015072,0.004686,0.015971,0.004394,814,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210504","success"
"370",0.009921,0.003312,0.010941,0.003441,914,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210505","success"
"371",0.010415,0.004148,0.009685,0.003408,826,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210506","success"
"372",0.010366,0.003799,0.01039,0.003654,770,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210507","success"
"373",0.010749,0.003619,0.012723,0.003998,786,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210508","success"
"374",0.009355,0.004362,0.008208,0.003337,731,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210509","success"
"375",0.012298,0.004148,0.011099,0.00349,901,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210510","success"
"376",0.006103,0.002771,0.005708,0.002545,876,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210511","success"
"377",0.010663,0.004136,0.009639,0.003391,830,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210512","success"
"378",0.014501,0.004536,0.014581,0.004178,823,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210513","success"
"379",0.015907,0.005182,0.01451,0.004158,827,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210514","success"
"380",0.022301,0.006444,0.017654,0.004677,793,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210515","success"
"381",0.011669,0.003657,0.015642,0.004148,895,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210516","success"
"382",0.015045,0.004585,0.013777,0.00395,871,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210517","success"
"383",0.013386,0.004279,0.012263,0.003675,897,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210518","success"
"384",0.017129,0.006761,0.013317,0.003988,826,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210519","success"
"385",NA,NA,NA,NA,NA,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210520","success"
"386",NA,NA,NA,NA,NA,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210521","success"
"387",NA,NA,NA,NA,NA,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210522","success"
"388",NA,NA,NA,NA,NA,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210523","success"
"389",NA,NA,NA,NA,NA,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210524","success"
"390",NA,NA,NA,NA,NA,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210525","success"
"391",NA,NA,NA,NA,NA,"Brazil","Rio Grande do Sul","BRA","BRA","BRA.21_1","20210526","success"
